per_idx,cat_idx,dt_idx,et_idx,geo_idx,is_adj,val
72,21,1,0,1,0,21665
72,21,1,0,1,1,21818
72,21,2,0,1,1,1.5
72,21,2,0,1,0,4.4
73,21,1,0,1,0,20408
73,21,1,0,1,1,21921
73,21,2,0,1,1,0.5
73,21,2,0,1,0,-5.8
74,21,1,0,1,0,20096
74,21,1,0,1,1,22132
74,21,2,0,1,1,1
74,21,2,0,1,0,-1.5
75,21,1,0,1,0,22340
75,21,1,0,1,1,22251
75,21,2,0,1,1,0.5
75,21,2,0,1,0,11.2
76,21,1,0,1,0,22241
76,21,1,0,1,1,22353
76,21,2,0,1,1,0.5
76,21,2,0,1,0,-0.4
77,21,1,0,1,0,23872
77,21,1,0,1,1,22436
77,21,2,0,1,1,0.4
77,21,2,0,1,0,7.3
78,21,1,0,1,0,23200
78,21,1,0,1,1,22634
78,21,2,0,1,1,0.9
78,21,2,0,1,0,-2.8
79,21,1,0,1,0,23744
79,21,1,0,1,1,22570
79,21,2,0,1,1,-0.3
79,21,2,0,1,0,2.3
80,21,1,0,1,0,23857
80,21,1,0,1,1,22743
80,21,2,0,1,1,0.8
80,21,2,0,1,0,0.5
81,21,1,0,1,0,22328
81,21,1,0,1,1,22830
81,21,2,0,1,1,0.4
81,21,2,0,1,0,-6.4
82,21,1,0,1,0,23735
82,21,1,0,1,1,23066
82,21,2,0,1,1,1
82,21,2,0,1,0,6.3
83,21,1,0,1,0,22022
83,21,1,0,1,1,23157
83,21,2,0,1,1,0.4
83,21,2,0,1,0,-7.2
84,21,1,0,1,0,23351
84,21,1,0,1,1,23351
84,21,2,0,1,1,0.8
84,21,2,0,1,0,6
85,21,1,0,1,0,21316
85,21,1,0,1,1,22871
85,21,2,0,1,1,-2.1
85,21,2,0,1,0,-8.7
86,21,1,0,1,0,21199
86,21,1,0,1,1,23270
86,21,2,0,1,1,1.7
86,21,2,0,1,0,-0.5
87,21,1,0,1,0,23320
87,21,1,0,1,1,23250
87,21,2,0,1,1,-0.1
87,21,2,0,1,0,10
88,21,1,0,1,0,23674
88,21,1,0,1,1,23440
88,21,2,0,1,1,0.8
88,21,2,0,1,0,1.5
89,21,1,0,1,0,24651
89,21,1,0,1,1,23500
89,21,2,0,1,1,0.3
89,21,2,0,1,0,4.1
90,21,1,0,1,0,24088
90,21,1,0,1,1,23546
90,21,2,0,1,1,0.2
90,21,2,0,1,0,-2.3
91,21,1,0,1,0,25059
91,21,1,0,1,1,23508
91,21,2,0,1,1,-0.2
91,21,2,0,1,0,4
92,21,1,0,1,0,24611
92,21,1,0,1,1,23664
92,21,2,0,1,1,0.7
92,21,2,0,1,0,-1.8
93,21,1,0,1,0,23240
93,21,1,0,1,1,23836
93,21,2,0,1,1,0.7
93,21,2,0,1,0,-5.6
94,21,1,0,1,0,24847
94,21,1,0,1,1,24265
94,21,2,0,1,1,1.8
94,21,2,0,1,0,6.9
95,21,1,0,1,0,23249
95,21,1,0,1,1,24421
95,21,2,0,1,1,0.6
95,21,2,0,1,0,-6.4
96,21,1,0,1,0,24646
96,21,1,0,1,1,24378
96,21,2,0,1,1,-0.2
96,21,2,0,1,0,6
97,21,1,0,1,0,22713
97,21,1,0,1,1,24608
97,21,2,0,1,1,0.9
97,21,2,0,1,0,-7.8
98,21,1,0,1,0,23493
98,21,1,0,1,1,24887
98,21,2,0,1,1,1.1
98,21,2,0,1,0,3.4
99,21,1,0,1,0,25798
99,21,1,0,1,1,25367
99,21,2,0,1,1,1.9
99,21,2,0,1,0,9.8
100,21,1,0,1,0,25366
100,21,1,0,1,1,25215
100,21,2,0,1,1,-0.6
100,21,2,0,1,0,-1.7
101,21,1,0,1,0,26125
101,21,1,0,1,1,25193
101,21,2,0,1,1,-0.1
101,21,2,0,1,0,3
102,21,1,0,1,0,26222
102,21,1,0,1,1,25262
102,21,2,0,1,1,0.3
102,21,2,0,1,0,0.4
103,21,1,0,1,0,26701
103,21,1,0,1,1,25454
103,21,2,0,1,1,0.8
103,21,2,0,1,0,1.8
104,21,1,0,1,0,26457
104,21,1,0,1,1,25342
104,21,2,0,1,1,-0.4
104,21,2,0,1,0,-0.9
105,21,1,0,1,0,25531
105,21,1,0,1,1,25711
105,21,2,0,1,1,1.5
105,21,2,0,1,0,-3.5
106,21,1,0,1,0,25732
106,21,1,0,1,1,25706
106,21,2,0,1,1,0
106,21,2,0,1,0,0.8
107,21,1,0,1,0,24362
107,21,1,0,1,1,25698
107,21,2,0,1,1,0
107,21,2,0,1,0,-5.3
108,21,1,0,1,0,25761
108,21,1,0,1,1,25133
108,21,2,0,1,1,-2.2
108,21,2,0,1,0,5.7
109,21,1,0,1,0,23955
109,21,1,0,1,1,26180
109,21,2,0,1,1,4.2
109,21,2,0,1,0,-7
110,21,1,0,1,0,23801
110,21,1,0,1,1,26069
110,21,2,0,1,1,-0.4
110,21,2,0,1,0,-0.6
111,21,1,0,1,0,27010
111,21,1,0,1,1,26122
111,21,2,0,1,1,0.2
111,21,2,0,1,0,13.5
112,21,1,0,1,0,25863
112,21,1,0,1,1,26045
112,21,0,1,1,1,1.9
112,21,0,1,1,0,1.9
112,21,0,2,1,1,0.3
112,21,0,2,1,0,0.3
112,21,2,0,1,1,-0.3
112,21,2,0,1,0,-4.2
113,21,1,0,1,0,27355
113,21,1,0,1,1,26278
113,21,0,1,1,1,2.2
113,21,0,1,1,0,2.2
113,21,0,2,1,1,0.6
113,21,0,2,1,0,0.6
113,21,2,0,1,1,0.9
113,21,2,0,1,0,5.8
114,21,1,0,1,0,27566
114,21,1,0,1,1,26379
114,21,0,1,1,1,2.2
114,21,0,1,1,0,2.2
114,21,0,2,1,1,0.4
114,21,0,2,1,0,0.4
114,21,2,0,1,1,0.4
114,21,2,0,1,0,0.8
115,21,1,0,1,0,27594
115,21,1,0,1,1,26507
115,21,0,1,1,1,2.3
115,21,0,1,1,0,2.3
115,21,0,2,1,1,0.5
115,21,0,2,1,0,0.5
115,21,2,0,1,1,0.5
115,21,2,0,1,0,0.1
116,21,1,0,1,0,28303
116,21,1,0,1,1,26853
116,21,0,1,1,1,2.3
116,21,0,1,1,0,2.3
116,21,0,2,1,1,0.4
116,21,0,2,1,0,0.4
116,21,2,0,1,1,1.3
116,21,2,0,1,0,2.6
117,21,1,0,1,0,25714
117,21,1,0,1,1,26239
117,21,0,1,1,1,2.2
117,21,0,1,1,0,2.2
117,21,0,2,1,1,0.4
117,21,0,2,1,0,0.4
117,21,2,0,1,1,-2.3
117,21,2,0,1,0,-9.1
118,21,1,0,1,0,26408
118,21,1,0,1,1,26541
118,21,0,1,1,1,2
118,21,0,1,1,0,2
118,21,0,2,1,1,0.5
118,21,0,2,1,0,0.5
118,21,2,0,1,1,1.2
118,21,2,0,1,0,2.7
119,21,1,0,1,0,25533
119,21,1,0,1,1,26597
119,21,0,1,1,1,1.8
119,21,0,1,1,0,1.8
119,21,0,2,1,1,0.4
119,21,0,2,1,0,0.4
119,21,2,0,1,1,0.2
119,21,2,0,1,0,-3.3
120,21,1,0,1,0,27536
120,21,1,0,1,1,27156
120,21,0,1,1,1,2
120,21,0,1,1,0,2
120,21,0,2,1,1,0.5
120,21,0,2,1,0,0.5
120,21,2,0,1,1,2.1
120,21,2,0,1,0,7.8
121,21,1,0,1,0,25052
121,21,1,0,1,1,27201
121,21,0,1,1,1,1.9
121,21,0,1,1,0,1.9
121,21,0,2,1,1,0.5
121,21,0,2,1,0,0.5
121,21,2,0,1,1,0.2
121,21,2,0,1,0,-9
122,21,1,0,1,0,25002
122,21,1,0,1,1,27384
122,21,0,1,1,1,1.8
122,21,0,1,1,0,1.8
122,21,0,2,1,1,0.2
122,21,0,2,1,0,0.2
122,21,2,0,1,1,0.7
122,21,2,0,1,0,-0.2
123,21,1,0,1,0,28128
123,21,1,0,1,1,27203
123,21,0,1,1,1,1.9
123,21,0,1,1,0,1.9
123,21,0,2,1,1,0.3
123,21,0,2,1,0,0.3
123,21,2,0,1,1,-0.7
123,21,2,0,1,0,12.5
124,21,1,0,1,0,27390
124,21,1,0,1,1,27500
124,21,0,1,1,1,2.1
124,21,0,1,1,0,2.1
124,21,0,2,1,1,0.4
124,21,0,2,1,0,0.4
124,21,2,0,1,1,1.1
124,21,2,0,1,0,-2.6
125,21,1,0,1,0,28720
125,21,1,0,1,1,27378
125,21,0,1,1,1,2
125,21,0,1,1,0,2
125,21,0,2,1,1,0.5
125,21,0,2,1,0,0.5
125,21,2,0,1,1,-0.4
125,21,2,0,1,0,4.9
126,21,1,0,1,0,28469
126,21,1,0,1,1,27586
126,21,0,1,1,1,1.9
126,21,0,1,1,0,1.9
126,21,0,2,1,1,0.4
126,21,0,2,1,0,0.4
126,21,2,0,1,1,0.8
126,21,2,0,1,0,-0.9
127,21,1,0,1,0,28638
127,21,1,0,1,1,27616
127,21,0,1,1,1,2.3
127,21,0,1,1,0,2.3
127,21,0,2,1,1,0.5
127,21,0,2,1,0,0.5
127,21,2,0,1,1,0.1
127,21,2,0,1,0,0.6
128,21,1,0,1,0,29540
128,21,1,0,1,1,27607
128,21,0,1,1,1,2.2
128,21,0,1,1,0,2.2
128,21,0,2,1,1,0.4
128,21,0,2,1,0,0.4
128,21,2,0,1,1,0
128,21,2,0,1,0,3.1
129,21,1,0,1,0,26839
129,21,1,0,1,1,27784
129,21,0,1,1,1,1.8
129,21,0,1,1,0,1.8
129,21,0,2,1,1,0.5
129,21,0,2,1,0,0.5
129,21,2,0,1,1,0.6
129,21,2,0,1,0,-9.1
130,21,1,0,1,0,27595
130,21,1,0,1,1,27623
130,21,0,1,1,1,2.1
130,21,0,1,1,0,2.1
130,21,0,2,1,1,0.3
130,21,0,2,1,0,0.3
130,21,2,0,1,1,-0.6
130,21,2,0,1,0,2.8
131,21,1,0,1,0,26967
131,21,1,0,1,1,27916
131,21,0,1,1,1,2.2
131,21,0,1,1,0,2.2
131,21,0,2,1,1,0.4
131,21,0,2,1,0,0.4
131,21,2,0,1,1,1.1
131,21,2,0,1,0,-2.3
132,21,1,0,1,0,28185
132,21,1,0,1,1,28017
132,21,0,1,1,1,2.1
132,21,0,1,1,0,2.1
132,21,0,2,1,1,0.5
132,21,0,2,1,0,0.5
132,21,2,0,1,1,0.4
132,21,2,0,1,0,4.5
133,21,1,0,1,0,26057
133,21,1,0,1,1,28018
133,21,0,1,1,1,2.3
133,21,0,1,1,0,2.3
133,21,0,2,1,1,0.6
133,21,0,2,1,0,0.6
133,21,2,0,1,1,0
133,21,2,0,1,0,-7.6
134,21,1,0,1,0,25573
134,21,1,0,1,1,27979
134,21,0,1,1,1,1.8
134,21,0,1,1,0,1.8
134,21,0,2,1,1,0.3
134,21,0,2,1,0,0.3
134,21,2,0,1,1,-0.1
134,21,2,0,1,0,-1.9
135,21,1,0,1,0,29161
135,21,1,0,1,1,28505
135,21,0,1,1,1,2
135,21,0,1,1,0,2
135,21,0,2,1,1,0.5
135,21,0,2,1,0,0.5
135,21,2,0,1,1,1.9
135,21,2,0,1,0,14
136,21,1,0,1,0,28261
136,21,1,0,1,1,28403
136,21,0,1,1,1,1.9
136,21,0,1,1,0,1.9
136,21,0,2,1,1,0.4
136,21,0,2,1,0,0.4
136,21,2,0,1,1,-0.4
136,21,2,0,1,0,-3.1
137,21,1,0,1,0,30907
137,21,1,0,1,1,29048
137,21,0,1,1,1,2
137,21,0,1,1,0,2
137,21,0,2,1,1,0.5
137,21,0,2,1,0,0.5
137,21,2,0,1,1,2.3
137,21,2,0,1,0,9.4
138,21,1,0,1,0,29756
138,21,1,0,1,1,29230
138,21,0,1,1,1,1.9
138,21,0,1,1,0,1.9
138,21,0,2,1,1,0.4
138,21,0,2,1,0,0.4
138,21,2,0,1,1,0.6
138,21,2,0,1,0,-3.7
139,21,1,0,1,0,30600
139,21,1,0,1,1,29395
139,21,0,1,1,1,2.1
139,21,0,1,1,0,2.1
139,21,0,2,1,1,0.5
139,21,0,2,1,0,0.5
139,21,2,0,1,1,0.6
139,21,2,0,1,0,2.8
140,21,1,0,1,0,31844
140,21,1,0,1,1,29844
140,21,0,1,1,1,2.3
140,21,0,1,1,0,2.3
140,21,0,2,1,1,0.4
140,21,0,2,1,0,0.4
140,21,2,0,1,1,1.5
140,21,2,0,1,0,4.1
141,21,1,0,1,0,28559
141,21,1,0,1,1,29503
141,21,0,1,1,1,2.2
141,21,0,1,1,0,2.2
141,21,0,2,1,1,0.6
141,21,0,2,1,0,0.6
141,21,2,0,1,1,-1.1
141,21,2,0,1,0,-10.3
142,21,1,0,1,0,30255
142,21,1,0,1,1,30045
142,21,0,1,1,1,2.2
142,21,0,1,1,0,2.2
142,21,0,2,1,1,0.4
142,21,0,2,1,0,0.4
142,21,2,0,1,1,1.8
142,21,2,0,1,0,5.9
143,21,1,0,1,0,28869
143,21,1,0,1,1,30229
143,21,0,1,1,1,2.1
143,21,0,1,1,0,2.1
143,21,0,2,1,1,0.4
143,21,0,2,1,0,0.4
143,21,2,0,1,1,0.6
143,21,2,0,1,0,-4.6
144,21,1,0,1,0,29884
144,21,1,0,1,1,29795
144,21,0,1,1,1,2.4
144,21,0,1,1,0,2.4
144,21,0,2,1,1,0.7
144,21,0,2,1,0,0.7
144,21,2,0,1,1,-1.4
144,21,2,0,1,0,3.5
145,21,1,0,1,0,28642
145,21,1,0,1,1,30341
145,21,0,1,1,1,2.2
145,21,0,1,1,0,2.2
145,21,0,2,1,1,0.6
145,21,0,2,1,0,0.6
145,21,2,0,1,1,1.8
145,21,2,0,1,0,-4.2
146,21,1,0,1,0,28755
146,21,1,0,1,1,30461
146,21,0,1,1,1,2.4
146,21,0,1,1,0,2.4
146,21,0,2,1,1,0.3
146,21,0,2,1,0,0.3
146,21,2,0,1,1,0.4
146,21,2,0,1,0,0.4
147,21,1,0,1,0,31133
147,21,1,0,1,1,30703
147,21,0,1,1,1,2.4
147,21,0,1,1,0,2.4
147,21,0,2,1,1,0.4
147,21,0,2,1,0,0.4
147,21,2,0,1,1,0.8
147,21,2,0,1,0,8.3
148,21,1,0,1,0,30866
148,21,1,0,1,1,30560
148,21,0,1,1,1,2.5
148,21,0,1,1,0,2.5
148,21,0,2,1,1,0.2
148,21,0,2,1,0,0.2
148,21,2,0,1,1,-0.5
148,21,2,0,1,0,-0.9
149,21,1,0,1,0,32155
149,21,1,0,1,1,30712
149,21,0,1,1,1,2.5
149,21,0,1,1,0,2.5
149,21,0,2,1,1,0.4
149,21,0,2,1,0,0.4
149,21,2,0,1,1,0.5
149,21,2,0,1,0,4.2
150,21,1,0,1,0,31380
150,21,1,0,1,1,30825
150,21,0,1,1,1,2.6
150,21,0,1,1,0,2.6
150,21,0,2,1,1,0.4
150,21,0,2,1,0,0.4
150,21,2,0,1,1,0.4
150,21,2,0,1,0,-2.4
151,21,1,0,1,0,33125
151,21,1,0,1,1,31191
151,21,0,1,1,1,2.7
151,21,0,1,1,0,2.7
151,21,0,2,1,1,0.6
151,21,0,2,1,0,0.6
151,21,2,0,1,1,1.2
151,21,2,0,1,0,5.6
152,21,1,0,1,0,32184
152,21,1,0,1,1,31036
152,21,0,1,1,1,2.5
152,21,0,1,1,0,2.5
152,21,0,2,1,1,0.3
152,21,0,2,1,0,0.3
152,21,2,0,1,1,-0.5
152,21,2,0,1,0,-2.8
153,21,1,0,1,0,30550
153,21,1,0,1,1,31430
153,21,0,1,1,1,2.5
153,21,0,1,1,0,2.5
153,21,0,2,1,1,0.5
153,21,0,2,1,0,0.5
153,21,2,0,1,1,1.3
153,21,2,0,1,0,-5.1
154,21,1,0,1,0,32258
154,21,1,0,1,1,31625
154,21,0,1,1,1,2.5
154,21,0,1,1,0,2.5
154,21,0,2,1,1,0.6
154,21,0,2,1,0,0.6
154,21,2,0,1,1,0.6
154,21,2,0,1,0,5.6
155,21,1,0,1,0,29981
155,21,1,0,1,1,31659
155,21,0,1,1,1,2.6
155,21,0,1,1,0,2.6
155,21,0,2,1,1,0.4
155,21,0,2,1,0,0.4
155,21,2,0,1,1,0.1
155,21,2,0,1,0,-7.1
156,21,1,0,1,0,32528
156,21,1,0,1,1,32111
156,21,0,1,1,1,2.9
156,21,0,1,1,0,2.9
156,21,0,2,1,1,0.6
156,21,0,2,1,0,0.6
156,21,2,0,1,1,1.4
156,21,2,0,1,0,8.5
157,21,1,0,1,0,29792
157,21,1,0,1,1,32000
157,21,0,1,1,1,3.1
157,21,0,1,1,0,3.1
157,21,0,2,1,1,0.4
157,21,0,2,1,0,0.4
157,21,2,0,1,1,-0.3
157,21,2,0,1,0,-8.4
158,21,1,0,1,0,29742
158,21,1,0,1,1,32469
158,21,0,1,1,1,3.1
158,21,0,1,1,0,3.1
158,21,0,2,1,1,0.2
158,21,0,2,1,0,0.2
158,21,2,0,1,1,1.5
158,21,2,0,1,0,-0.2
159,21,1,0,1,0,32757
159,21,1,0,1,1,32273
159,21,0,1,1,1,3.1
159,21,0,1,1,0,3.1
159,21,0,2,1,1,0.4
159,21,0,2,1,0,0.4
159,21,2,0,1,1,-0.6
159,21,2,0,1,0,10.1
160,21,1,0,1,0,33578
160,21,1,0,1,1,32823
160,21,0,1,1,1,3.1
160,21,0,1,1,0,3.1
160,21,0,2,1,1,0.4
160,21,0,2,1,0,0.4
160,21,2,0,1,1,1.7
160,21,2,0,1,0,2.5
161,21,1,0,1,0,34056
161,21,1,0,1,1,32746
161,21,0,1,1,1,3.2
161,21,0,1,1,0,3.2
161,21,0,2,1,1,0.4
161,21,0,2,1,0,0.4
161,21,2,0,1,1,-0.2
161,21,2,0,1,0,1.4
162,21,1,0,1,0,33570
162,21,1,0,1,1,33009
162,21,0,1,1,1,3.1
162,21,0,1,1,0,3.1
162,21,0,2,1,1,0.4
162,21,0,2,1,0,0.4
162,21,2,0,1,1,0.8
162,21,2,0,1,0,-1.4
163,21,1,0,1,0,34940
163,21,1,0,1,1,33056
163,21,0,1,1,1,3.2
163,21,0,1,1,0,3.2
163,21,0,2,1,1,0.5
163,21,0,2,1,0,0.5
163,21,2,0,1,1,0.1
163,21,2,0,1,0,4.1
164,21,1,0,1,0,34292
164,21,1,0,1,1,33261
164,21,0,1,1,1,3.3
164,21,0,1,1,0,3.3
164,21,0,2,1,1,0.5
164,21,0,2,1,0,0.5
164,21,2,0,1,1,0.6
164,21,2,0,1,0,-1.9
165,21,1,0,1,0,32850
165,21,1,0,1,1,33283
165,21,0,1,1,1,3.2
165,21,0,1,1,0,3.2
165,21,0,2,1,1,0.5
165,21,0,2,1,0,0.5
165,21,2,0,1,1,0.1
165,21,2,0,1,0,-4.2
166,21,1,0,1,0,33921
166,21,1,0,1,1,33618
166,21,0,1,1,1,3.1
166,21,0,1,1,0,3.1
166,21,0,2,1,1,0.3
166,21,0,2,1,0,0.3
166,21,2,0,1,1,1
166,21,2,0,1,0,3.3
167,21,1,0,1,0,32083
167,21,1,0,1,1,34022
167,21,0,1,1,1,3
167,21,0,1,1,0,3
