per_idx,cat_idx,dt_idx,et_idx,is_adj,val
120,12,0,1,0,0.8
120,12,0,2,1,0.2
120,12,0,2,0,0.2
120,12,2,0,1,-0.6
120,12,2,0,0,6.8
121,12,1,0,0,34533
121,12,1,0,1,35130
121,12,0,1,1,0.7
121,12,0,1,0,0.7
121,12,0,2,1,0.2
121,12,0,2,0,0.2
121,12,2,0,1,-0.2
121,12,2,0,0,-8.4
122,12,1,0,0,32024
122,12,1,0,1,35114
122,12,0,1,1,0.7
122,12,0,1,0,0.7
122,12,0,2,1,0.1
122,12,0,2,0,0.1
122,12,2,0,1,0
122,12,2,0,0,-7.3
123,12,1,0,0,35863
123,12,1,0,1,35160
123,12,0,1,1,0.7
123,12,0,1,0,0.7
123,12,0,2,1,0.1
123,12,0,2,0,0.1
123,12,2,0,1,0.1
123,12,2,0,0,12
124,12,1,0,0,33190
124,12,1,0,1,34827
124,12,0,1,1,0.8
124,12,0,1,0,0.8
124,12,0,2,1,0.1
124,12,0,2,0,0.1
124,12,2,0,1,-0.9
124,12,2,0,0,-7.5
125,12,1,0,0,36478
125,12,1,0,1,34941
125,12,0,1,1,0.8
125,12,0,1,0,0.8
125,12,0,2,1,0.1
125,12,0,2,0,0.1
125,12,2,0,1,0.3
125,12,2,0,0,9.9
126,12,1,0,0,34933
126,12,1,0,1,34933
126,12,0,1,1,0.8
126,12,0,1,0,0.8
126,12,0,2,1,0.1
126,12,0,2,0,0.1
126,12,2,0,1,0
126,12,2,0,0,-4.2
127,12,1,0,0,35885
127,12,1,0,1,35044
127,12,0,1,1,0.9
127,12,0,1,0,0.9
127,12,0,2,1,0.1
127,12,0,2,0,0.1
127,12,2,0,1,0.3
127,12,2,0,0,2.7
128,12,1,0,0,36025
128,12,1,0,1,34874
128,12,0,1,1,0.9
128,12,0,1,0,0.9
128,12,0,2,1,0.1
128,12,0,2,0,0.1
128,12,2,0,1,-0.5
128,12,2,0,0,0.4
129,12,1,0,0,33610
129,12,1,0,1,34865
129,12,0,1,1,0.8
129,12,0,1,0,0.8
129,12,0,2,1,0.1
129,12,0,2,0,0.1
129,12,2,0,1,0
129,12,2,0,0,-6.7
130,12,1,0,0,34885
130,12,1,0,1,34990
130,12,0,1,1,0.8
130,12,0,1,0,0.8
130,12,0,2,1,0.1
130,12,0,2,0,0.1
130,12,2,0,1,0.4
130,12,2,0,0,3.8
131,12,1,0,0,35649
131,12,1,0,1,35157
131,12,0,1,1,0.8
131,12,0,1,0,0.8
131,12,0,2,1,0.2
131,12,0,2,0,0.2
131,12,2,0,1,0.5
131,12,2,0,0,2.2
132,12,1,0,0,36738
132,12,1,0,1,35257
132,12,0,1,1,0.8
132,12,0,1,0,0.8
132,12,0,2,1,0.2
132,12,0,2,0,0.2
132,12,2,0,1,0.3
132,12,2,0,0,3.1
133,12,1,0,0,35384
133,12,1,0,1,35669
133,12,0,1,1,0.9
133,12,0,1,0,0.9
133,12,0,2,1,0.2
133,12,0,2,0,0.2
133,12,2,0,1,1.2
133,12,2,0,0,-3.7
134,12,1,0,0,32440
134,12,1,0,1,35570
134,12,0,1,1,0.8
134,12,0,1,0,0.8
134,12,0,2,1,0.1
134,12,0,2,0,0.1
134,12,2,0,1,-0.3
134,12,2,0,0,-8.3
135,12,1,0,0,35265
135,12,1,0,1,35549
135,12,0,1,1,0.9
135,12,0,1,0,0.9
135,12,0,2,1,0.1
135,12,0,2,0,0.1
135,12,2,0,1,-0.1
135,12,2,0,0,8.7
136,12,1,0,0,34854
136,12,1,0,1,35638
136,12,0,1,1,0.9
136,12,0,1,0,0.9
136,12,0,2,1,0.1
136,12,0,2,0,0.1
136,12,2,0,1,0.3
136,12,2,0,0,-1.2
137,12,1,0,0,37057
137,12,1,0,1,35225
137,12,0,1,1,1
137,12,0,1,0,1
137,12,0,2,1,0.1
137,12,0,2,0,0.1
137,12,2,0,1,-1.2
137,12,2,0,0,6.3
138,12,1,0,0,35212
138,12,1,0,1,35676
138,12,0,1,1,1
138,12,0,1,0,1
138,12,0,2,1,0.1
138,12,0,2,0,0.1
138,12,2,0,1,1.3
138,12,2,0,0,-5
139,12,1,0,0,37108
139,12,1,0,1,35957
139,12,0,1,1,1
139,12,0,1,0,1
139,12,0,2,1,0.2
139,12,0,2,0,0.2
139,12,2,0,1,0.8
139,12,2,0,0,5.4
140,12,1,0,0,36644
140,12,1,0,1,35890
140,12,0,1,1,0.9
140,12,0,1,0,0.9
140,12,0,2,1,0.2
140,12,0,2,0,0.2
140,12,2,0,1,-0.2
140,12,2,0,0,-1.3
141,12,1,0,0,34697
141,12,1,0,1,35918
141,12,0,1,1,0.8
141,12,0,1,0,0.8
141,12,0,2,1,0.1
141,12,0,2,0,0.1
141,12,2,0,1,0.1
141,12,2,0,0,-5.3
142,12,1,0,0,35870
142,12,1,0,1,35763
142,12,0,1,1,0.8
142,12,0,1,0,0.8
142,12,0,2,1,0.2
142,12,0,2,0,0.2
142,12,2,0,1,-0.4
142,12,2,0,0,3.4
143,12,1,0,0,35786
143,12,1,0,1,35679
143,12,0,1,1,0.7
143,12,0,1,0,0.7
143,12,0,2,1,0.2
143,12,0,2,0,0.2
143,12,2,0,1,-0.2
143,12,2,0,0,-0.2
144,12,1,0,0,37670
144,12,1,0,1,35808
144,12,0,1,1,0.8
144,12,0,1,0,0.8
144,12,0,2,1,0.1
144,12,0,2,0,0.1
144,12,2,0,1,0.4
144,12,2,0,0,5.3
145,12,1,0,0,36475
145,12,1,0,1,36402
145,12,0,1,1,0.8
145,12,0,1,0,0.8
145,12,0,2,1,0.2
145,12,0,2,0,0.2
145,12,2,0,1,1.7
145,12,2,0,0,-3.2
146,12,1,0,0,33701
146,12,1,0,1,35890
146,12,0,1,1,0.8
146,12,0,1,0,0.8
146,12,0,2,1,0.1
146,12,0,2,0,0.1
146,12,2,0,1,-1.4
146,12,2,0,0,-7.6
147,12,1,0,0,35892
147,12,1,0,1,36365
147,12,0,1,1,0.8
147,12,0,1,0,0.8
147,12,0,2,1,0.1
147,12,0,2,0,0.1
147,12,2,0,1,1.3
147,12,2,0,0,6.5
148,12,1,0,0,35876
148,12,1,0,1,36312
148,12,0,1,1,0.8
148,12,0,1,0,0.8
148,12,0,2,1,0.1
148,12,0,2,0,0.1
148,12,2,0,1,-0.1
148,12,2,0,0,0
149,12,1,0,0,37733
149,12,1,0,1,36528
149,12,0,1,1,0.8
149,12,0,1,0,0.8
149,12,0,2,1,0.1
149,12,0,2,0,0.1
149,12,2,0,1,0.6
149,12,2,0,0,5.2
150,12,1,0,0,36362
150,12,1,0,1,36508
150,12,0,1,1,0.9
150,12,0,1,0,0.9
150,12,0,2,1,0.1
150,12,0,2,0,0.1
150,12,2,0,1,-0.1
150,12,2,0,0,-3.6
151,12,1,0,0,38170
151,12,1,0,1,36526
151,12,0,1,1,0.9
151,12,0,1,0,0.9
151,12,0,2,1,0.1
151,12,0,2,0,0.1
151,12,2,0,1,0
151,12,2,0,0,5
152,12,1,0,0,36607
152,12,1,0,1,36680
152,12,0,1,1,0.9
152,12,0,1,0,0.9
152,12,0,2,1,0.1
152,12,0,2,0,0.1
152,12,2,0,1,0.4
152,12,2,0,0,-4.1
153,12,1,0,0,36360
153,12,1,0,1,36951
153,12,0,1,1,0.9
153,12,0,1,0,0.9
153,12,0,2,1,0.2
153,12,0,2,0,0.2
153,12,2,0,1,0.7
153,12,2,0,0,-0.7
154,12,1,0,0,37004
154,12,1,0,1,37078
154,12,0,1,1,0.9
154,12,0,1,0,0.9
154,12,0,2,1,0.1
154,12,0,2,0,0.1
154,12,2,0,1,0.3
154,12,2,0,0,1.8
155,12,1,0,0,36876
155,12,1,0,1,37286
155,12,0,1,1,0.8
155,12,0,1,0,0.8
155,12,0,2,1,0.2
155,12,0,2,0,0.2
155,12,2,0,1,0.6
155,12,2,0,0,-0.3
156,12,1,0,0,40080
156,12,1,0,1,37423
156,12,0,1,1,0.9
156,12,0,1,0,0.9
156,12,0,2,1,0.2
156,12,0,2,0,0.2
156,12,2,0,1,0.4
156,12,2,0,0,8.7
157,12,1,0,0,37176
157,12,1,0,1,37628
157,12,0,1,1,0.8
157,12,0,1,0,0.8
157,12,0,2,1,0.2
157,12,0,2,0,0.2
157,12,2,0,1,0.5
157,12,2,0,0,-7.2
158,12,1,0,0,34286
158,12,1,0,1,37553
158,12,0,1,1,0.8
158,12,0,1,0,0.8
158,12,0,2,1,0.1
158,12,0,2,0,0.1
158,12,2,0,1,-0.2
158,12,2,0,0,-7.8
159,12,1,0,0,38210
159,12,1,0,1,37645
159,12,0,1,1,0.9
159,12,0,1,0,0.9
159,12,0,2,1,0.2
159,12,0,2,0,0.2
159,12,2,0,1,0.2
159,12,2,0,0,11.4
160,12,1,0,0,36908
160,12,1,0,1,38049
160,12,0,1,1,0.9
160,12,0,1,0,0.9
160,12,0,2,1,0.1
160,12,0,2,0,0.1
160,12,2,0,1,1.1
160,12,2,0,0,-3.4
161,12,1,0,0,38742
161,12,1,0,1,37908
161,12,0,1,1,0.8
161,12,0,1,0,0.8
161,12,0,2,1,0.1
161,12,0,2,0,0.1
161,12,2,0,1,-0.4
161,12,2,0,0,5
162,12,1,0,0,38219
162,12,1,0,1,38143
162,12,0,1,1,0.9
162,12,0,1,0,0.9
162,12,0,2,1,0.2
162,12,0,2,0,0.2
162,12,2,0,1,0.6
162,12,2,0,0,-1.3
163,12,1,0,0,39289
163,12,1,0,1,37960
163,12,0,1,1,0.8
163,12,0,1,0,0.8
163,12,0,2,1,0.2
163,12,0,2,0,0.2
163,12,2,0,1,-0.5
163,12,2,0,0,2.8
164,12,1,0,0,38627
164,12,1,0,1,38320
164,12,0,1,1,0.9
164,12,0,1,0,0.9
164,12,0,2,1,0.1
164,12,0,2,0,0.1
164,12,2,0,1,0.9
164,12,2,0,0,-1.7
165,12,1,0,0,37844
165,12,1,0,1,38577
165,12,0,1,1,0.9
165,12,0,1,0,0.9
165,12,0,2,1,0.2
165,12,0,2,0,0.2
165,12,2,0,1,0.7
165,12,2,0,0,-2
166,12,1,0,0,38251
166,12,1,0,1,38559
166,12,0,1,1,0.9
166,12,0,1,0,0.9
166,12,0,2,1,0.1
166,12,0,2,0,0.1
166,12,2,0,1,0
166,12,2,0,0,1.1
167,12,1,0,0,38354
167,12,1,0,1,38508
167,12,0,1,1,0.9
167,12,0,1,0,0.9
167,12,0,2,1,0.2
167,12,0,2,0,0.2
167,12,2,0,1,-0.1
167,12,2,0,0,0.3
168,12,1,0,0,41761
168,12,1,0,1,38847
168,12,0,1,1,1
168,12,0,1,0,1
168,12,0,2,1,0.2
168,12,0,2,0,0.2
168,12,2,0,1,0.9
168,12,2,0,0,8.9
169,12,1,0,0,37489
169,12,1,0,1,38254
169,12,0,1,1,0.9
169,12,0,1,0,0.9
169,12,0,2,1,0.2
169,12,0,2,0,0.2
169,12,2,0,1,-1.5
169,12,2,0,0,-10.2
170,12,1,0,0,35506
170,12,1,0,1,38889
170,12,0,1,1,0.9
170,12,0,1,0,0.9
170,12,0,2,1,0.2
170,12,0,2,0,0.2
170,12,2,0,1,1.7
170,12,2,0,0,-5.3
171,12,1,0,0,38827
171,12,1,0,1,38866
171,12,0,1,1,0.9
171,12,0,1,0,0.9
171,12,0,2,1,0.2
171,12,0,2,0,0.2
171,12,2,0,1,-0.1
171,12,2,0,0,9.4
172,12,1,0,0,38269
172,12,1,0,1,38891
172,12,0,1,1,0.9
172,12,0,1,0,0.9
172,12,0,2,1,0.2
172,12,0,2,0,0.2
172,12,2,0,1,0.1
172,12,2,0,0,-1.4
173,12,1,0,0,40341
173,12,1,0,1,39242
173,12,0,1,1,1
173,12,0,1,0,1
173,12,0,2,1,0.1
173,12,0,2,0,0.1
173,12,2,0,1,0.9
173,12,2,0,0,5.4
174,12,1,0,0,39569
174,12,1,0,1,39372
174,12,0,1,1,1
174,12,0,1,0,1
174,12,0,2,1,0.1
174,12,0,2,0,0.1
174,12,2,0,1,0.3
174,12,2,0,0,-1.9
175,12,1,0,0,40357
175,12,1,0,1,39411
175,12,0,1,1,1
175,12,0,1,0,1
175,12,0,2,1,0.1
175,12,0,2,0,0.1
175,12,2,0,1,0.1
175,12,2,0,0,2
176,12,1,0,0,40340
176,12,1,0,1,39705
176,12,0,1,1,1
176,12,0,1,0,1
176,12,0,2,1,0.1
176,12,0,2,0,0.1
176,12,2,0,1,0.7
176,12,2,0,0,0
177,12,1,0,0,38766
177,12,1,0,1,39356
177,12,0,1,1,0.7
177,12,0,1,0,0.7
177,12,0,2,1,0.1
177,12,0,2,0,0.1
177,12,2,0,1,-0.9
177,12,2,0,0,-3.9
178,12,1,0,0,39322
178,12,1,0,1,40002
178,12,0,1,1,0.7
178,12,0,1,0,0.7
178,12,0,2,1,0.2
178,12,0,2,0,0.2
178,12,2,0,1,1.6
178,12,2,0,0,1.4
179,12,1,0,0,39989
179,12,1,0,1,39989
179,12,0,1,1,0.7
179,12,0,1,0,0.7
179,12,0,2,1,0.1
179,12,0,2,0,0.1
179,12,2,0,1,0
179,12,2,0,0,1.7
180,12,1,0,0,42924
180,12,1,0,1,40153
180,12,0,1,1,0.6
180,12,0,1,0,0.6
180,12,0,2,1,0.2
180,12,0,2,0,0.2
180,12,2,0,1,0.4
180,12,2,0,0,7.3
181,12,1,0,0,39649
181,12,1,0,1,40253
181,12,0,1,1,0.8
181,12,0,1,0,0.8
181,12,0,2,1,0.3
181,12,0,2,0,0.3
181,12,2,0,1,0.2
181,12,2,0,0,-7.6
182,12,1,0,0,37150
182,12,1,0,1,40646
182,12,0,1,1,0.8
182,12,0,1,0,0.8
182,12,0,2,1,0.1
182,12,0,2,0,0.1
182,12,2,0,1,1
182,12,2,0,0,-6.3
183,12,1,0,0,40815
183,12,1,0,1,40572
183,12,0,1,1,0.7
183,12,0,1,0,0.7
183,12,0,2,1,0.2
